Date,Open,High,Low,Close,Volume,Day,Weekday,Week,Month,Year
10/22/20,323.6152849,325.7666801,321.4355831,325.1722107,55399300,22,3,43,10,2020
10/23/20,326.4176565,326.4742698,323.7756032,326.276123,49143900,23,4,43,10,2020
10/26/20,322.8320835,323.6341448,316.6892724,320.2466431,91473000,26,0,44,10,2020
10/27/20,320.5957526,320.9354329,318.9255715,319.1426086,65994100,27,1,44,10,2020
10/28/20,313.3677761,319.1708772,307.7345151,308.2346191,127094300,28,2,44,10,2020
10/29/20,308.4705886,314.5945098,306.7532391,311.3674316,90597700,29,3,44,10,2020
10/30/20,309.763275,311.0937471,304.4036639,308.1214294,120287300,30,4,44,10,2020
11/2/20,311.5750427,313.6131823,308.7819811,311.5750427,86068300,2,0,45,11,2020
11/3/20,314.8681028,319.1708921,311.6598867,317.0761108,93294200,3,1,45,11,2020
11/4/20,321.6336506,328.3143167,320.4352958,324.1625061,126959700,4,2,45,11,2020
11/5/20,329.5410244,332.3246404,329.1824538,330.4846191,82039700,5,3,45,11,2020
11/6/20,330.1921425,331.6830385,328.0407474,330.4091797,74973000,6,4,45,11,2020
11/9/20,343.4402361,343.8271134,334.0892072,334.5610046,172304200,9,0,46,11,2020
11/10/20,333.5513181,335.1459956,330.739424,334.0703125,85552000,10,1,46,11,2020
11/11/20,336.2971214,337.3916946,335.0327081,336.5519104,58649000,11,2,46,11,2020
11/12/20,335.5233015,336.599013,331.4469954,333.2869873,67546200,12,3,46,11,2020
11/13/20,335.2308864,338.6561399,334.7024757,337.9012756,62892200,13,4,46,11,2020
11/16/20,340.6188285,342.3172875,339.307218,342.1191406,74541100,16,0,47,11,2020
11/17/20,339.6658134,341.5058348,338.1277493,340.2791443,66111000,17,1,47,11,2020
11/18/20,340.5527777,341.1094951,336.1461776,336.1839294,70591300,18,2,47,11,2020
11/19/20,335.542305,337.9767669,334.1740811,337.5993347,59940900,19,3,47,11,2020
11/20/20,337.3351194,337.5427114,335.2120312,335.2875061,70417300,20,4,47,11,2020
11/23/20,337.1275231,338.5806671,334.8534564,337.2973633,63230600,23,0,48,11,2020
11/24/20,339.8922838,343.2892309,339.0241927,342.7325134,62415900,24,1,48,11,2020
11/25/20,342.6475312,342.6758379,341.0906057,342.2040405,45330900,25,2,48,11,2020
11/27/20,343.3175911,343.6384099,342.1286522,343.157196,28514100,27,4,48,11,2020
11/30/20,342.3644359,342.6380864,338.9109048,341.6378784,83872700,30,0,49,11,2020
12/1/20,344.9499724,346.9409436,344.3460578,345.3745728,74231400,1,1,49,12,2020
12/2/20,344.2422524,346.2615302,343.6572282,346.1011353,45927000,2,2,49,12,2020
12/3/20,345.9972992,347.4221364,344.8838644,346.0067444,62882000,3,3,49,12,2020
12/4/20,346.6012621,348.9885559,346.5068969,348.9885559,50749900,4,4,49,12,2020
12/7/20,348.2053038,348.7714663,346.9786422,348.2713623,48944300,7,0,50,12,2020
12/8/20,346.9786781,349.8660758,346.9315098,349.2904968,42458900,8,1,50,12,2020
12/9/20,349.9604311,350.1208261,345.3085158,346.1577454,74098300,9,2,50,12,2020
12/10/20,344.7611909,347.1107325,343.8742095,346.0444946,57735400,10,3,50,12,2020
12/11/20,344.3177061,346.0539169,342.7702257,345.6387329,57698600,11,4,50,12,2020
12/14/20,347.8467957,348.9413403,343.9119928,344.0912781,69216200,14,0,51,12,2020
12/15/20,346.676659,348.7431335,345.2801574,348.7431335,63865300,15,1,51,12,2020
12/16/20,348.9602329,350.2246465,348.0638063,349.2904968,58420500,16,2,51,12,2020
12/17/20,350.9606465,351.4513054,350.1208333,351.2437134,64119500,17,3,51,12,2020
12/18/20,351.5374288,351.7079929,347.7943306,349.8411865,136542300,18,4,51,12,2020
12/21/20,345.851704,358.6350454,343.0657083,348.5903015,96386700,21,0,52,12,2020
12/22/20,348.9220277,349.0357371,346.8562297,348.0028381,47949000,22,1,52,12,2020
12/23/20,348.9883822,350.2581855,347.9839105,348.3155823,46201400,23,2,52,12,2020
12/24/20,348.7988035,349.6990511,348.2018292,349.6706238,26457900,24,3,52,12,2020
12/28/20,352.2671853,353.0726656,351.632298,352.6746826,39000400,28,0,53,12,2020
12/29/20,354.2286755,354.4087251,351.4047667,352.00177,53680500,29,1,53,12,2020
12/30/20,352.8357,353.5558982,352.1060454,352.5040283,49455300,30,2,53,12,2020
12/31/20,352.3051032,355.0342452,351.7839253,354.295105,78520700,31,3,53,12,2020
1/4/21,355.65007,355.7827502,345.7095787,349.4716187,110210800,4,0,1,1,2021
1/5/21,348.817847,352.9873563,348.7704488,351.8786316,66426200,5,1,1,1,2021
1/6/21,350.3435448,357.2327403,349.7844541,353.9823914,107997700,6,2,1,1,2021
1/7/21,356.398787,359.9997203,356.2187374,359.2416382,68766800,7,3,1,1,2021
1/8/21,360.6535665,361.5064161,357.3463923,361.2884827,71677200,8,4,1,1,2021
1/11/21,358.057124,360.6441002,357.9339292,358.8531189,51034700,11,0,2,1,2021
1/12/21,359.0426324,359.9617931,356.6451335,358.928894,52547700,12,1,2,1,2021
1/13/21,358.8530624,360.9093749,358.0570676,359.8954468,45303600,13,2,2,1,2021
1/14/21,360.6535607,361.165282,358.2940036,358.6351318,49989100,14,3,2,1,2021
1/15/21,356.9862427,357.8011793,354.12445,356.0196838,107160000,15,4,2,1,2021
1/19/21,358.5213961,359.3647891,357.0146886,358.815155,51233300,19,1,3,1,2021
1/20/21,361.1462977,364.6335502,360.7483147,363.7807007,61836100,20,2,3,1,2021
1/21/21,364.3492394,364.7851641,363.1742037,364.1123352,47840100,21,3,3,1,2021
1/22/21,362.2266051,364.0081297,361.8380786,362.8236084,52860500,22,4,3,1,2021
1/25/21,363.5722617,364.6146173,358.6351558,364.2545471,70402000,25,0,4,1,2021
1/26/21,365.2210785,365.6380323,363.4490393,363.6859436,42665300,26,1,4,1,2021
1/27/21,360.302924,360.3976915,352.5229968,354.7972717,123351100,27,2,4,1,2021
1/28/21,356.6450798,361.9233128,356.1997276,357.8485718,94198100,28,3,4,1,2021
1/29/21,355.9533486,356.9388783,348.978873,350.6846008,126765100,29,4,4,1,2021
2/1/21,354.1434143,357.5737831,350.9783771,356.5219421,75817600,1,0,5,2,2021
2/2/21,359.762766,363.1457654,356.6072143,361.5632324,64450700,2,1,5,2,2021
2/3/21,362.4066553,363.600662,360.549334,361.8475647,52427100,3,2,5,2,2021
2/4/21,362.8994221,366.0076049,361.9612904,365.9602356,47142600,4,3,5,2,2021
2/5/21,367.8648341,368.1206802,365.9127459,367.4004822,48669800,5,4,5,2,2021
2/8/21,368.8788294,370.1012633,368.007038,370.053894,38365200,8,0,6,2,2021
2/9/21,369.2010369,370.4140144,368.784112,369.8075256,35551100,9,1,6,2,2021
2/10/21,371.5795394,371.7311616,367.2015539,369.6463928,59154400,10,2,6,2,2021
2/11/21,370.745644,371.1720832,367.7701419,370.2434082,42913300,11,3,6,2,2021
2/12/21,369.4284673,372.3186874,369.3526418,372.0723267,50593300,12,4,6,2,2021
2/16/21,373.3232003,373.5222207,371.0204979,371.7501526,50972400,16,1,7,2,2021
2/17/21,369.9685818,372.0912343,368.935654,371.8353882,52290600,17,2,7,2,2021
2/18/21,369.182057,371.0109506,367.4289599,370.2528687,59712800,18,3,7,2,2021
2/19/21,371.5321762,371.8259351,369.144163,369.5990295,83241000,19,4,7,2,2021
2/22/21,366.7845614,369.2104581,366.4813171,366.756134,67414200,22,0,8,2,2021
2/23/21,364.5103399,368.5756248,360.2839764,367.2015686,107284100,23,1,8,2,2021
2/24/21,366.0928556,371.6838189,365.0883839,371.2478943,72433900,24,2,8,2,2021
2/25/21,369.9591603,371.3521585,360.8336039,362.3023987,146670500,25,3,8,2,2021
2/26/21,364.2166196,365.3821701,358.4172079,360.4356079,152701600,26,4,8,2,2021
3/1/21,365.391625,370.4424396,360.6345982,369.1726074,105348800,1,0,9,3,2021
3/2/21,369.3999911,369.6368953,365.7800879,366.2918091,79595300,2,1,9,3,2021
3/3/21,365.5812066,366.5667075,361.3358716,361.4401245,119940200,3,2,9,3,2021
3/4/21,361.2505339,363.8849078,352.399795,356.9673157,183433000,4,3,9,3,2021
3/5/21,360.5303735,364.6051442,353.1200302,363.5343323,152039600,5,4,9,3,2021
3/8/21,364.5103308,367.3721235,361.4400612,361.7243347,123149200,8,0,10,3,2021
3/9/21,365.6380545,369.4853775,365.1263332,366.888916,113633600,9,1,10,3,2021
3/10/21,369.2768603,370.8972773,367.8364929,369.1726074,109899400,10,2,10,3,2021
3/11/21,371.6838199,374.9246538,371.219468,372.9157104,86245000,11,3,10,3,2021
3/12/21,371.5322201,373.5601055,370.7077979,373.4179688,64653600,12,4,10,3,2021
3/15/21,373.673777,375.910168,371.4942696,375.6448364,73427200,15,0,11,3,2021
3/16/21,376.270229,376.9903981,374.3844518,375.17099,73722500,16,1,11,3,2021
3/17/21,373.863343,377.2652847,372.6977637,376.4503479,97959300,17,2,11,3,2021
3/18/21,373.815965,375.9386178,370.2813432,370.973114,115349100,18,3,11,3,2021
3/19/21,370.6669951,372.2737154,368.0715171,370.2867126,113624500,19,4,11,3,2021
3/22/21,370.809596,374.6505158,370.7525551,373.2434387,73778600,22,0,12,3,2021
3/23/21,372.5969962,374.0706019,369.5071536,370.3057556,90686600,23,1,12,3,2021
3/24/21,371.7317973,373.3955586,368.3757544,368.4232788,97588600,24,2,12,3,2021
3/25/21,366.9591374,371.3039084,364.9816224,370.4958191,116128600,25,3,12,3,2021
3/26/21,371.6651527,376.8751114,371.0567067,376.4663086,114409100,26,4,12,3,2021
3/29/21,374.9641851,377.1983842,373.4525428,376.2761841,108107600,29,0,13,3,2021
3/30/21,374.983233,375.9624741,373.652201,375.2779541,76262200,30,1,13,3,2021
3/31/21,375.8578986,378.386819,375.8293782,376.7991028,112734200,31,2,13,3,2021
4/1/21,378.7670493,380.9252035,378.5578896,380.8681335,99682900,1,3,13,4,2021
4/5/21,383.5777244,386.8862425,383.5016795,386.3348083,91684800,5,0,14,4,2021
4/6/21,385.7644439,387.171492,385.4221694,386.1066895,62021000,6,1,14,4,2021
4/7/21,385.9355042,386.9052288,385.4696605,386.5534668,55836300,7,2,14,4,2021
4/8/21,387.8274755,388.4454381,386.8767548,388.3883972,57863100,8,3,14,4,2021
4/9/21,388.2648253,391.3831879,388.141227,391.2120361,61104600,9,4,14,4,2021
4/12/21,390.6035978,391.6303634,389.9856352,391.3546753,56704900,12,0,15,4,2021
4/13/21,391.2500806,393.151522,390.8602817,392.5145264,56551000,13,1,15,4,2021
4/14/21,392.4859813,393.5603003,390.622577,391.1740112,61659900,14,2,15,4,2021
4/15/21,393.3511506,395.6519073,393.3036261,395.3761902,60229800,15,3,15,4,2021
4/16/21,396.6881459,397.3156249,395.2430611,396.6976624,82037300,16,4,15,4,2021
4/19/21,395.747023,396.2033503,393.3987416,394.7487488,78498500,19,0,16,4,2021
4/20/21,393.5127957,394.6346391,390.3563961,391.858551,81851800,20,1,16,4,2021
4/21/21,391.2310312,395.7754744,391.0883999,395.5663147,66793000,21,2,16,4,2021
4/22/21,395.3952158,396.2413421,390.8697763,391.9535828,97582800,22,3,16,4,2021
4/23/21,392.5239634,397.6388443,392.4479185,396.2032471,73209200,23,4,16,4,2021
4/26/21,396.8688198,397.6103807,396.2698611,397.030426,52182400,26,0,17,4,2021
4/27/21,397.3345926,397.5342648,395.7849136,396.9447937,51303100,27,1,17,4,2021
4/28/21,397.2205484,398.3614247,396.3553892,396.8307495,51238900,28,2,17,4,2021
4/29/21,399.6069379,399.9872204,395.9181369,399.3597412,78544300,29,3,17,4,2021
4/30/21,397.0494413,397.9146005,395.8230036,396.7356873,85527000,30,4,17,4,2021
5/3/21,398.7607374,399.1505363,397.0874889,397.5913696,68128300,3,0,18,5,2021
5/4/21,395.5662941,396.0701748,391.3831296,395.1384583,101591200,4,1,18,5,2021
5/5/21,396.8117642,397.0494443,394.6916468,395.262085,60162200,5,2,18,5,2021
5/6/21,395.3381331,398.5515733,393.2940896,398.4184875,74321400,6,3,18,5,2021
5/7/21,399.1981183,401.9837229,398.5040817,401.3182068,67733800,7,4,18,5,2021
5/10/21,401.6794301,401.9075937,397.2205484,397.3441467,81852400,10,0,19,5,2021
5/11/21,392.7426573,394.8057046,389.8524587,393.7979431,116888000,11,1,19,5,2021
5/12/21,390.9648724,392.2578386,384.0911515,385.4316711,134811000,12,2,19,5,2021
5/13/21,387.0098405,392.0296441,386.9622871,390.0616455,106394000,13,3,19,5,2021
5/14/21,392.8473147,396.9163984,392.8187943,396.051239,82201600,14,4,19,5,2021
5/17/21,394.9199182,395.870639,392.9899272,395.0434875,65129200,17,0,20,5,2021
5/18/21,395.3096298,395.5568264,391.4782268,391.6398621,59810200,18,1,20,5,2021
5/19/21,386.867255,390.7937069,385.3555837,390.6130676,106467100,19,2,20,5,2021
5/20/21,391.5067587,396.0987558,391.3831894,394.8152771,78022200,20,3,20,5,2021
5/21/21,396.3269188,397.5913936,394.0261911,394.4920349,76578700,21,4,20,5,2021
5/24/21,396.7737149,399.6068726,396.5265183,398.5135498,51376700,24,0,21,5,2021
5/25/21,399.6164279,399.9777064,397.0399828,397.629425,57451400,25,1,21,5,2021
5/26/21,398.2283318,398.9318558,397.1730459,398.4184875,43088600,26,2,21,5,2021
5/27/21,399.4643244,399.9872092,398.3424519,398.6276855,56707700,27,3,21,5,2021
5/28/21,400.224892,400.4910927,399.1030486,399.3407288,58520200,28,4,21,5,2021
6/1/21,401.746006,401.8886083,398.5420823,398.9889221,54216600,1,1,22,6,2021
6/2/21,399.654431,400.4720658,398.6276655,399.616394,49097100,2,2,22,6,2021
6/3/21,397.2586235,399.2931506,395.7659852,398.1332703,58138800,3,3,22,6,2021
6/4/21,400.0157276,402.0788042,398.1998476,401.7745667,55938800,4,4,22,6,2021
6/7/21,401.7650481,401.9456873,400.4340449,401.3847656,51555000,7,0,23,6,2021
6/8/21,402.2593918,402.3544696,399.6069021,401.4703064,47134300,8,1,23,6,2021
6/9/21,402.3260005,402.4020744,400.6432352,400.8713989,48436300,9,2,23,6,2021
6/10/21,402.1168091,403.7045254,400.7762895,402.7347717,51020100,10,3,23,6,2021
6/11/21,403.2957337,403.5143809,401.9837345,403.4002991,45570800,11,4,23,6,2021
6/14/21,403.514322,404.4080016,402.2498764,404.3034363,42358500,14,0,24,6,2021
6/15/21,404.4555693,404.4935773,402.66821,403.5618896,51508500,15,1,24,6,2021
6/16/21,403.7045199,403.9326836,399.2266337,401.3086853,80386100,16,2,24,6,2021
6/17/21,400.8903326,402.173782,398.6561335,401.1755371,90949700,17,3,24,6,2021
6/18/21,397.8334387,398.5392644,395.5537973,395.7636414,118676300,18,4,24,6,2021
6/21/21,397.5567696,401.6200991,396.7269412,401.4293213,72822000,21,0,25,6,2021
6/22/21,401.4198011,404.4243631,400.6853326,403.5754395,57700300,22,1,25,6,2021
6/23/21,403.6516849,404.4719655,403.0030869,403.0889282,49445400,23,2,25,6,2021
6/24/21,405.2732449,405.9027477,405.0156919,405.4735413,45110300,24,3,25,6,2021
6/25/21,406.2365761,407.3716372,405.9027294,406.9137878,58129500,25,4,25,6,2021
6/28/21,407.4479932,407.9058134,406.2270907,407.7341309,53159600,28,0,26,6,2021
6/29/21,408.1252043,408.7738024,407.4098311,407.9535217,35970500,29,1,26,6,2021
6/30/21,407.4861433,408.983665,407.4575296,408.2969055,64827900,30,2,26,6,2021
7/1/21,409.069521,410.7196592,409.0027458,410.5574951,53441000,1,3,26,7,2021
7/2/21,411.7402452,414.0580476,410.6433163,413.6955872,57697700,2,4,26,7,2021
7/6/21,413.7528399,413.9722315,410.1569072,412.9420776,68710400,6,1,27,7,2021
7/7/21,413.6383141,414.6875339,411.5875835,414.4013672,63549500,7,2,27,7,2021
7/8/21,408.9836291,411.797442,407.7817928,411.0248413,97595200,8,3,27,7,2021
7/9/21,412.5605605,415.717739,410.8245809,415.4125061,76238600,9,4,27,7,2021
7/12/21,415.3266363,417.1580047,414.8878822,416.9004517,52889600,12,0,28,7,2021
7/13/21,416.0992324,417.6253678,415.2121765,415.479248,52911300,13,1,28,7,2021
7/14/21,417.2056907,417.7017014,414.8306607,416.0992432,64130400,14,2,28,7,2021
7/15/21,414.7352366,415.421996,412.7417334,414.678009,55126400,15,3,28,7,2021
7/16/21,415.8797873,415.9274672,411.0247919,411.4253845,75874700,16,4,28,7,2021
7/19/21,406.5132845,411.4922841,402.488116,405.3496094,147987000,19,0,29,7,2021
7/20/21,406.0267708,412.4556115,405.2160087,411.1583862,99608200,20,1,29,7,2021
7/21/21,412.3792246,414.6302805,411.1106424,414.4871826,64724400,21,2,29,7,2021
7/22/21,414.6684651,415.60323,413.6669543,415.3552246,47878500,22,3,29,7,2021
7/23/21,417.3201038,419.9717526,416.6238258,419.6283875,63766600,23,4,29,7,2021
7/26/21,419.0274352,420.6680254,418.9797553,420.6584778,43719200,26,0,30,7,2021
7/27/21,419.599775,419.6283888,415.8607449,418.741333,67397100,27,1,30,7,2021
7/28/21,419.3804033,419.9717738,417.1198285,418.5696411,52472400,28,2,30,7,2021
7/29/21,419.5139666,421.4025334,419.504419,420.3056335,47435300,29,3,30,7,2021
7/30/21,417.6921304,419.7428612,417.5585801,418.2644348,68951200,30,4,30,7,2021
8/2/21,420.0099371,420.5726939,417.0244414,417.3869019,58783300,2,0,31,8,2021
8/3/21,418.1976883,420.9065649,415.9657271,420.7825623,58053900,3,1,31,8,2021
8/4/21,419.4758523,420.7539825,418.4743413,418.7127991,46732200,4,2,31,8,2021
8/5/21,419.895472,421.4502212,419.571173,421.3643799,38969700,5,3,31,8,2021
8/6/21,421.6887205,422.4899351,421.4025537,422.0606995,46930000,6,4,31,8,2021
8/9/21,422.0320366,422.3563356,420.9351368,421.7172852,41222600,9,0,32,8,2021
8/10/21,422.1750767,422.9667726,421.4787987,422.2418518,43339300,10,1,32,8,2021
8/11/21,423.3292991,423.3865266,422.1846902,423.2911377,44034300,11,2,32,8,2021
8/12/21,423.1384327,424.7027293,422.2227633,424.5596313,38909400,12,3,32,8,2021
8/13/21,425.0175559,425.3514026,424.5215742,425.3323364,39470300,13,4,32,8,2021
8/16/21,424.0064819,426.467353,422.423119,426.3338318,73740000,16,0,33,8,2021
8/17/21,423.7298112,424.4165706,420.4963397,423.5390625,92673900,17,1,33,8,2021
8/18/21,422.508922,424.1018324,418.6554661,418.9034424,89351900,18,2,33,8,2021
8/19/21,416.1278739,420.7730557,415.9848051,419.552124,92812200,19,3,33,8,2021
8/20/21,419.9050666,423.2243801,419.4090558,422.8905334,72008700,20,4,33,8,2021
8/23/21,424.6074227,427.5356909,422.9668321,426.6104736,54973000,23,0,34,8,2021
8/24/21,427.2876587,427.8313493,426.7630633,427.2876587,38744700,24,1,34,8,2021
8/25/21,427.47847,428.7088911,427.0969143,428.1842957,40529700,25,2,34,8,2021
8/26/21,427.8981264,428.1365841,425.5612578,425.6566467,57829600,26,3,34,8,2021
8/27/21,426.4768461,429.8438678,426.4196186,429.4623413,77235100,27,4,34,8,2021
8/30/21,430.1491463,432.1521972,429.901141,431.3509827,48357400,30,0,35,8,2021
8/31/21,431.2556353,431.5990005,430.1015078,430.7119446,59300200,31,1,35,8,2021
9/1/21,431.6657473,432.1903427,430.7023687,430.9408264,48721400,1,2,35,9,2021
9/2/21,432.3906653,433.0869433,431.0457601,432.2666626,42501000,2,3,35,9,2021
9/3/21,431.1125219,432.6863371,430.7023525,432.1617126,47170500,3,4,35,9,2021
9/7/21,431.8088354,431.9042243,429.9297871,430.6165466,51671500,7,1,36,9,2021
9/8/21,430.0729138,430.8169009,428.1366088,430.09198,56181900,8,2,36,9,2021
9/9/21,429.8916893,431.6753488,428.0030932,428.2510986,57970400,9,3,36,9,2021
9/10/21,430.2159406,430.6451471,424.7504785,424.8744812,89948200,10,4,36,9,2021
9/13/21,427.9267104,428.1937819,423.6058285,425.961792,83738600,13,0,37,9,2021
9/14/21,427.4307313,427.6405753,422.7569654,423.6631165,78197100,14,1,37,9,2021
9/15/21,424.0923145,427.707342,422.966801,427.2018127,78792200,15,2,37,9,2021
9/16/21,426.6676965,427.6596598,423.5200367,426.5246277,77786700,16,3,37,9,2021
9/17/21,425.7380414,426.1686228,422.0061599,422.3697815,118425000,17,4,37,9,2021
9/20/21,416.1308993,417.7384619,410.3704225,415.3271179,166445500,20,0,38,9,2021
9/21/21,417.709811,419.0303195,414.3989907,414.934845,92526100,21,1,38,9,2021
9/22/21,417.2504592,421.058879,415.0496313,418.9824219,102350100,22,2,38,9,2021
9/23/21,420.8866997,425.7094177,420.6474779,424.0731201,76396000,23,3,38,9,2021
9/24/21,422.408095,425.4988497,422.1880005,424.7716064,62094800,24,4,38,9,2021
9/27/21,423.7190204,424.9055506,422.8482499,423.556366,61371100,27,0,39,9,2021
9/28/21,420.7335194,421.0684355,414.2745341,415.0209045,130436300,28,1,39,9,2021
9/29/21,416.4275387,418.197785,415.145314,415.7194519,82329200,29,2,39,9,2021
9/30/21,417.2217536,417.9394186,410.2939028,410.6383972,140506000,30,3,39,9,2021
10/1/21,412.3990324,417.2312985,408.8107074,415.5184631,129240100,1,4,39,10,2021
10/4/21,414.3319548,415.2505578,407.9782128,410.1599426,128570000,4,0,40,10,2021
10/5/21,411.6909316,416.7145869,410.8776013,414.4276428,90682500,5,1,40,10,2021
10/6/21,410.7627476,416.3605407,409.1073522,416.1500244,113032200,6,2,40,10,2021
10/7/21,419.4896064,422.6377429,419.3077956,419.7479553,72437500,7,3,40,10,2021
10/8/21,420.532603,420.92493,418.3413241,418.9824219,74557400,8,4,40,10,2021
10/11/21,418.3126388,421.2789937,415.8821381,415.9491272,65233300,11,0,41,10,2021
10/12/21,416.8868673,417.2983216,414.1214506,414.9252319,71181200,12,1,41,10,2021
10/13/21,415.9682613,417.2504861,412.9349464,416.4179993,72974000,13,2,41,10,2021
10/14/21,420.1498585,423.5755297,419.6714151,423.4224243,70236800,14,3,41,10,2021
10/15/21,425.5753862,427.0202946,424.9438375,426.6470947,66260200,15,4,41,10,2021
10/18/21,424.8290103,428.254652,424.1591779,427.9101868,62213200,18,0,42,10,2021
10/19/21,429.5655795,431.2783857,428.9435798,431.2114258,46996800,19,1,42,10,2021
10/20/21,431.6803375,433.2113621,431.5655157,432.9051514,49571600,20,2,42,10,2021
10/21/21,432.2927607,434.2639453,431.8526009,434.0343018,41305400,21,3,42,10,2021
10/22/21,433.5940814,435.0676951,431.6037407,433.5845032,58845100,22,4,42,10,2021
10/25/21,434.6944934,436.2446452,432.8859927,435.909729,45214500,25,0,43,10,2021
10/26/21,437.4885918,438.7229545,435.9192836,436.3020325,56075100,26,1,43,10,2021
10/27/21,436.7709969,437.4503784,434.2926344,434.3692017,72438000,27,2,43,10,2021
10/28/21,435.823622,438.6368713,435.814073,438.5603333,51437900,28,3,43,10,2021
10/29/21,436.2159743,439.7468889,435.9193418,439.4502563,70162400,29,4,43,10,2021
11/1/21,440.4549474,440.8377255,438.4455087,440.2061768,48433600,1,0,44,11,2021
11/2/21,440.3784297,442.3017814,440.2444515,441.9859924,48908400,2,1,44,11,2021
11/3/21,441.4117916,445.0958109,440.9620537,444.6843567,52509800,3,2,44,11,2021
11/4/21,445.2968372,446.8661456,444.9427938,446.7800293,52847100,4,3,44,11,2021
11/5/21,449.0478348,450.358765,446.789596,448.3301697,66390600,5,4,44,11,2021
11/8/21,449.4497427,449.9568915,448.0144125,448.7129211,50405200,8,0,45,11,2021
11/9/21,449.086099,449.3253207,445.7944062,447.2297363,51149100,9,1,45,11,2021
11/10/21,445.5072645,447.229678,442.1199069,443.6317749,69429700,10,2,45,11,2021
11/11/21,445.1532488,445.229816,443.7562024,443.7753296,34848500,11,3,45,11,2021
11/12/21,445.0671804,447.6890409,444.1007154,447.1244812,53466700,12,4,45,11,2021
11/15/21,448.4354419,448.5980963,446.1293413,447.2775879,46980500,15,0,46,11,2021
11/16/21,447.0096476,450.2056459,446.9331095,449.047821,48857500,16,1,46,11,2021
11/17/21,448.7799094,448.9617202,447.3254519,447.9570007,47858300,17,2,46,11,2021
11/18/21,449.0095297,449.7463512,446.234564,449.4784241,50625600,18,3,46,11,2021
11/19/21,449.3635825,450.6362583,448.3014522,448.6746521,57315600,19,4,46,11,2021
11/22/21,450.5884005,453.1241444,447.2010133,447.4115295,72762000,22,0,47,11,2021
11/23/21,447.07661,448.8755617,444.4260443,448.0047913,73206500,23,1,47,11,2021
11/24/21,445.9666458,449.3253277,445.134159,449.2009277,61858800,24,2,47,11,2021
11/26/21,442.4070464,443.8997875,438.0340667,439.1823425,112669600,26,4,47,11,2021
11/29/21,444.0624313,446.4450699,441.8233198,444.5695801,86268800,29,0,48,11,2021
11/30/21,442.0816643,444.0241432,435.6705116,435.9193115,148559600,30,1,48,11,2021
12/1/21,441.7372166,444.6365823,430.8765461,431.0774841,131939200,1,2,48,12,2021
12/2/21,431.2975443,439.2779758,430.8956391,437.6799622,127637800,2,3,48,12,2021
12/3/21,439.3736806,440.454938,429.5655919,433.871582,137331600,3,4,48,12,2021
12/6/21,436.4648093,440.9239056,434.005603,439.0101318,98977500,6,0,49,12,2021
12/7/21,444.3877952,448.6650803,438.876118,448.0909424,95484700,7,1,49,12,2021
12/8/21,448.4928409,449.736782,446.7034381,449.2774658,72238800,8,2,49,12,2021
12/9/21,447.9665251,449.382728,446.0432026,446.2441406,61272600,9,3,49,12,2021
12/10/21,448.9999756,450.5979601,446.3972425,450.4448547,77159800,10,4,49,12,2021
12/13/21,449.9185762,450.2726196,446.1675673,446.4546509,87724700,13,0,50,12,2021
12/14/21,443.1246772,445.6604212,440.4071224,443.3830261,97264100,14,1,50,12,2021
12/15/21,443.4404732,450.5596838,440.8759945,450.3109131,116899300,15,2,50,12,2021
12/16/21,452.196017,452.4830714,444.7609876,446.3398743,116568600,16,3,50,12,2021
12/17/21,443.202688,446.2658831,439.8514301,441.5894775,135511600,17,4,50,12,2021
12/20/21,436.4137661,437.2971784,433.2065395,436.8938904,107134800,20,0,51,12,2021
12/21/21,440.3795618,444.7967109,438.1710019,444.6526794,69806300,21,1,51,12,2021
12/22/21,444.3934209,449.2138579,444.1917476,449.0986328,58890200,22,2,51,12,2021
12/23/21,450.1165092,453.4197665,450.0108959,451.8929749,56439700,23,3,51,12,2021
12/27/21,453.2949041,458.3362087,453.2469034,458.288208,56808600,27,0,52,12,2021
12/28/21,458.7299439,459.7766114,457.1359278,457.9137268,47274600,28,1,52,12,2021
12/29/21,458.0193874,459.5365673,457.0015262,458.4995117,54503000,29,2,52,12,2021
12/30/21,458.9315935,459.9590665,456.7614517,457.2319641,55329000,30,3,52,12,2021
12/31/21,456.7326422,457.9041173,455.8011999,456.0796509,65237400,31,4,52,12,2021
1/3/22,457.3663829,458.8547858,455.0137915,458.7203369,72668200,3,0,1,1,2022
1/4/22,460.1703395,460.9001378,456.6750205,458.5667114,71178700,4,1,1,1,2022
1/5/22,458.1921807,458.9795915,449.6651692,449.7612,104538900,5,2,1,1,2022
1/6/22,449.2906834,452.1042044,446.928451,449.3386841,86858900,6,3,1,1,2022
1/7/22,449.3483641,450.5486749,446.179526,447.5622864,85111600,7,4,1,1,2022
1/10/22,444.3069837,447.2261179,438.4494621,447.0052795,119362000,10,0,2,1,2022
1/11/22,446.7364389,451.1727824,443.6828262,451.0767517,74303100,11,1,2,1,2022
1/12/22,452.8435522,454.3895675,450.2988998,452.2962036,67605400,12,2,2,1,2022
1/13/22,453.4198087,454.0823826,445.017633,446.0643005,91173100,13,3,2,1,2022
1/14/22,442.8569673,446.6019303,441.6182387,446.2466431,95890900,14,4,2,1,2022
1/18/22,441.4646185,441.6758744,437.2107249,438.343811,109709100,18,1,3,1,2022
1/19/22,439.9186261,441.3397751,433.5137561,433.7922363,109357600,19,2,3,1,2022
